"activity" "description" "subject"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "11"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
2 "walkingupstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "14"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "15"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
3 "walkingdownstairs" "16"
